subject,session,target_hz,freq,psd
1,1,15,9.0,1.3366882447111443
1,1,15,9.25,1.0927915183987629
1,1,15,9.5,0.8565822654584271
1,1,15,9.75,0.7160845561881529
1,1,15,10.0,0.8901554509909854
1,1,15,10.25,1.0288524164966157
1,1,15,10.5,0.7718171230542806
1,1,15,10.75,0.9914690454511488
1,1,15,11.0,1.1124443791172234
1,1,15,11.25,0.6578456621965969
1,1,15,11.5,0.6196858572574042
1,1,15,11.75,0.5929900783022687
1,1,15,12.0,0.5084560156239926
1,1,15,12.25,0.5281715505379324
1,1,15,12.5,0.6276392204064319
1,1,15,12.75,0.7493229282998284
1,1,15,13.0,0.7566675852862175
1,1,15,13.25,0.5681510189076054
1,1,15,13.5,0.43166155869898715
1,1,15,13.75,0.5220786016903822
1,1,15,14.0,0.49704393180121353
1,1,15,14.25,0.47959121092031165
1,1,15,14.5,0.6251179940054437
1,1,15,14.75,0.7997857406894907
1,1,15,15.0,1.324651308987264
1,1,15,15.25,0.8740809845309827
1,1,15,15.5,0.717437028821566
1,1,15,15.75,0.6173649565832221
1,1,15,16.0,0.761170623388529
1,1,15,16.25,0.6712478169317653
1,1,15,16.5,0.6247329209026772
1,1,15,16.75,0.5693191712783939
1,1,15,17.0,0.5044218113356458
1,1,15,17.25,0.43085958910116845
1,1,15,17.5,0.6636700029525081
1,1,15,17.75,0.7596973744620539
1,1,15,18.0,0.5652279156434499
1,1,15,18.25,0.5851847694825253
1,1,15,18.5,0.5764266896002467
1,1,15,18.75,0.6272025803267758
1,1,15,19.0,0.5554444538909454
1,1,15,19.25,0.3905587503810936
1,1,15,19.5,0.5196943104927235
1,1,15,19.75,0.7062555239294582
1,1,15,20.0,0.7589729884069665
1,1,15,20.25,0.7810969180598331
1,1,15,20.5,0.5263885235908737
1,1,15,20.75,0.4805840501285493
1,1,15,21.0,0.550621080098235
1,1,15,21.25,0.4105485730802555
1,1,15,21.5,0.4100029466121494
1,1,15,21.75,0.48304440139077254
1,1,15,22.0,0.499409352652234
1,1,15,22.25,0.44324737356463106
1,1,15,22.5,0.45230566424437235
1,1,15,22.75,0.36819797942005966
1,1,15,23.0,0.38671760562980506
1,1,15,23.25,0.2933685995766121
1,1,15,23.5,0.2969677356423113
1,1,15,23.75,0.29683981272950594
1,1,15,24.0,0.3606409410136072
1,1,15,24.25,0.30139333939957846
1,1,15,24.5,0.31661366609361025
1,1,15,24.75,0.3835188786055248
1,1,15,25.0,0.4105151970937339
1,1,15,25.25,0.3490963134873401
1,1,15,25.5,0.2992832747739307
1,1,15,25.75,0.2003649772356607
1,1,15,26.0,0.24711476282537076
1,1,15,26.25,0.24362457634886053
1,1,15,26.5,0.264093615788856
1,1,15,26.75,0.26625358276606775
1,1,15,27.0,0.226324315452406
1,1,15,27.25,0.17145054498503906
1,1,15,27.5,0.1780339298454904
1,1,15,27.75,0.24623367175331645
1,1,15,28.0,0.2523478603304723
1,1,15,28.25,0.18962025821875975
1,1,15,28.5,0.17905111856551548
1,1,15,28.75,0.17016300894472036
1,1,15,29.0,0.19122268287185823
1,1,15,29.25,0.25578429073140774
1,1,15,29.5,0.26934012384854655
1,1,15,29.75,0.2960233511277372
1,1,15,30.0,0.4244145485820481
1,1,15,30.25,0.2840176038393414
1,1,15,30.5,0.20279104983737814
1,1,15,30.75,0.2143210749780961
1,1,15,31.0,0.20659166586131525
1,1,15,31.25,0.17361873572567071
1,1,15,31.5,0.1556416666414968
1,1,15,31.75,0.1676310596269735
1,1,15,32.0,0.17727320872839575
1,1,15,32.25,0.18060427295315085
1,1,15,32.5,0.16307551932310804
1,1,15,32.75,0.1903898347415101
1,1,15,33.0,0.19452935525692686
1,1,15,33.25,0.19006262838022217
1,1,15,33.5,0.2780387693565065
1,1,15,33.75,0.2137250716418344
1,1,15,34.0,0.1566638741336962
1,1,15,34.25,0.15172340491960953
1,1,15,34.5,0.2019623168790778
1,1,15,34.75,0.20700209737128494
1,1,15,35.0,0.12866402714201342
1,1,15,35.25,0.1468518578531611
1,1,15,35.5,0.15978558860919678
1,1,15,35.75,0.18649246073045028
1,1,15,36.0,0.1969531505457437
1,1,15,36.25,0.17025957141626835
1,1,15,36.5,0.1328320212972351
1,1,15,36.75,0.17987389781227361
1,1,15,37.0,0.19067326243099747
1,1,15,37.25,0.1445881244529088
1,1,15,37.5,0.14401907265687774
1,1,15,37.75,0.11597643385439883
1,1,15,38.0,0.10048999184627706
1,1,15,38.25,0.10056309484158657
1,1,15,38.5,0.10152075270978192
1,1,15,38.75,0.11656995049555943
1,1,15,39.0,0.16567638712513558
1,1,15,39.25,0.14327051898576346
1,1,15,39.5,0.08508944970641072
1,1,15,39.75,0.09178029493508034
1,1,15,40.0,0.12426354127165795
1,1,15,40.25,0.10897642908000185
1,1,15,40.5,0.15036244147324287
1,1,15,40.75,0.1708773613477321
1,1,15,41.0,0.11469626291071233
1,1,15,41.25,0.10442295262733067
1,1,15,41.5,0.07973656702903627
1,1,15,41.75,0.08447911685727696
1,1,15,42.0,0.09488405991353858
1,1,15,42.25,0.0625798873068613
1,1,15,42.5,0.06253134431748346
1,1,15,42.75,0.08416666934399371
1,1,15,43.0,0.0886512192053445
1,1,15,43.25,0.09240470184139758
1,1,15,43.5,0.07225480473647128
1,1,15,43.75,0.09666412492222777
1,1,15,44.0,0.10999985843530195
1,1,15,44.25,0.08379337627319966
1,1,15,44.5,0.06032153387176137
1,1,15,44.75,0.08342702764921597
1,1,15,45.0,0.14783105763527044
1,1,15,45.25,0.13756480936021176
1,1,15,45.5,0.07453093999072109
1,1,15,45.75,0.08041703296198247
1,1,15,46.0,0.04358819089482814
1,1,15,46.25,0.04807862775009758
1,1,15,46.5,0.06457935647130877
1,1,15,46.75,0.0580967623360617
1,1,15,47.0,0.04434787936646588
1,1,15,47.25,0.0552069402997982
1,1,15,47.5,0.06755480442835424
1,1,15,47.75,0.056049823763259614
1,1,15,48.0,0.031652344293878296
1,1,15,48.25,0.01242755842511533
1,1,15,48.5,0.0071711786645473246
1,1,15,48.75,0.004794520102831507
1,1,15,49.0,0.00242688085917016
1,1,15,49.25,0.0009999677319017415
1,1,15,49.5,0.0007011038158776779
1,1,15,49.75,0.00048380134559270757
1,1,15,50.0,0.0004616042249130084
1,1,15,50.25,0.0004918289877020953
1,1,15,50.5,0.0005697047069459263
1,1,15,50.75,0.0007580725097419449
1,1,15,51.0,0.0011306890065664352
1,1,15,51.25,0.0026081424586538535
1,1,15,51.5,0.004478564694166995
1,1,15,51.75,0.009708561326006086
1,1,15,52.0,0.01248663446374597
1,1,15,52.25,0.008642623428698985
1,1,15,52.5,0.005329498188943686
1,1,15,52.75,0.006433785227525513
1,1,15,53.0,0.005236294490329551
1,1,15,53.25,0.0040373689402970845
1,1,15,53.5,0.005097146227645604
1,1,15,53.75,0.0067768527162230625
1,1,15,54.0,0.006563711237594946
1,1,15,54.25,0.0033620745446938005
1,1,15,54.5,0.0035834844068979277
1,1,15,54.75,0.0061366931258800255
1,1,15,55.0,0.005055086322150596
1,1,15,55.25,0.002735921452369578
1,1,15,55.5,0.002715561295403356
1,1,15,55.75,0.0022684226603771093
1,1,15,56.0,0.0019141956390405866
1,1,15,56.25,0.0033998521082219224
1,1,15,56.5,0.004096856795802917
1,1,15,56.75,0.002232099835126653
1,1,15,57.0,0.001444465529091225
1,1,15,57.25,0.001592209805088325
1,1,15,57.5,0.0010069099866803746
1,1,15,57.75,0.0007308043059654066
1,1,15,58.0,0.0008103495350906978
1,1,15,58.25,0.0008322251226179934
1,1,15,58.5,0.0006816702466029688
1,1,15,58.75,0.0005328589112038374
1,1,15,59.0,0.00043626200248991304
1,1,15,59.25,0.00039131314827659577
1,1,15,59.5,0.00045716627885206395
1,1,15,59.75,0.00035254717381634157
1,1,15,60.0,0.0005821988364836114
1,1,15,60.25,0.0006347015917025428
1,1,15,60.5,0.0005668795786131806
1,1,15,60.75,0.00037836073300993406
1,1,15,61.0,0.00019024923501050658
1,1,15,61.25,0.00018262865213673367
1,1,15,61.5,0.00018627333077173927
1,1,15,61.75,0.00017649048014284173
1,1,15,62.0,0.00016257223265980455
1,1,15,62.25,0.00013521984885068485
1,1,15,62.5,0.00011503673088543383
1,1,15,62.75,0.00011030099489185595
1,1,15,63.0,0.0001292202049282746
1,1,15,63.25,0.00013391026408558174
1,1,15,63.5,0.00014296370108757915
1,1,15,63.75,0.00010302876802072378
1,1,15,64.0,0.00010019128635663516
1,1,15,64.25,8.460942170386099e-05
1,1,15,64.5,7.677819809042118e-05
1,1,15,64.75,8.42650895639268e-05
1,1,15,65.0,6.77390570000666e-05
1,1,15,65.25,7.277858590217821e-05
1,1,15,65.5,7.230957729488982e-05
1,1,15,65.75,6.15648403268956e-05
1,1,15,66.0,5.601984961739868e-05
1,1,15,66.25,5.392283527770257e-05
1,1,15,66.5,6.0973499456741563e-05
1,1,15,66.75,6.522681935885335e-05
1,1,15,67.0,5.71485986402076e-05
1,1,15,67.25,5.6102400278182655e-05
1,1,15,67.5,5.440884724338459e-05
1,1,15,67.75,5.221197855380232e-05
1,1,15,68.0,5.1111463927737656e-05
1,1,15,68.25,4.813684610573957e-05
1,1,15,68.5,4.874106415183365e-05
1,1,15,68.75,4.88884612521115e-05
1,1,15,69.0,4.5098737703650825e-05
1,1,15,69.25,4.5416304738873676e-05
1,1,15,69.5,4.497719091281191e-05
1,1,15,69.75,4.2682845904831474e-05
1,1,15,70.0,4.1081713910543084e-05
1,1,15,70.25,4.19213533967407e-05
1,1,15,70.5,4.255934654019297e-05
1,1,15,70.75,4.2779293191404e-05
1,1,15,71.0,4.181574207909509e-05
1,1,15,71.25,4.1904903291820314e-05
1,1,15,71.5,4.1418712270662036e-05
1,1,15,71.75,4.03668640572737e-05
1,1,15,72.0,3.943100031585792e-05
1,1,15,72.25,3.919573038326095e-05
1,1,15,72.5,3.917740502173853e-05
1,1,15,72.75,3.8529090322451134e-05
1,1,15,73.0,3.7270501494973296e-05
1,1,15,73.25,3.681429498451229e-05
1,1,15,73.5,3.7157485357425634e-05
1,1,15,73.75,3.6738825719872326e-05
1,1,15,74.0,3.6177965513531474e-05
1,1,15,74.25,3.591987331022656e-05
1,1,15,74.5,3.5319975553424066e-05
1,1,15,74.75,3.516817883129159e-05
1,1,15,75.0,3.542261658626147e-05
1,1,15,75.25,3.487562749257309e-05
1,1,15,75.5,3.462257091278305e-05
1,1,15,75.75,3.440093961230509e-05
1,1,15,76.0,3.4215307028189585e-05
1,1,15,76.25,3.384261666888236e-05
1,1,15,76.5,3.366300524725768e-05
1,1,15,76.75,3.340465204432541e-05
1,1,15,77.0,3.291978221449023e-05
1,1,15,77.25,3.262610135339006e-05
1,1,15,77.5,3.2567022885303294e-05
1,1,15,77.75,3.239796870285544e-05
1,1,15,78.0,3.218547283600347e-05
1,1,15,78.25,3.190321163362463e-05
1,1,15,78.5,3.1674179558599064e-05
1,1,15,78.75,3.1356781628498134e-05
1,1,15,79.0,3.114749669101299e-05
1,1,15,79.25,3.0933834131267255e-05
1,1,15,79.5,3.0764480849144795e-05
1,1,15,79.75,3.0460900617009453e-05
1,1,15,80.0,3.0232403916425563e-05
1,1,15,80.25,3.0004206497041992e-05
1,1,15,80.5,2.9797512391867084e-05
1,1,15,80.75,2.96071942050489e-05
1,1,15,81.0,2.939102134979237e-05
1,1,15,81.25,2.917485915699469e-05
1,1,15,81.5,2.8976846050050116e-05
1,1,15,81.75,2.8831239930783522e-05
1,1,15,82.0,2.8625569737819637e-05
1,1,15,82.25,2.8449824002956442e-05
1,1,15,82.5,2.827034530717388e-05
1,1,15,82.75,2.8077120709922644e-05
1,1,15,83.0,2.790756135033452e-05
1,1,15,83.25,2.7720688294320294e-05
1,1,15,83.5,2.755890750643519e-05
1,1,15,83.75,2.7405059670033396e-05
1,1,15,84.0,2.723331719822548e-05
1,1,15,84.25,2.7053776461252675e-05
1,1,15,84.5,2.689667207957391e-05
1,1,15,84.75,2.6752043291243702e-05
1,1,15,85.0,2.6595026977751212e-05
1,1,15,85.25,2.6441090361781896e-05
1,1,15,85.5,2.6276215885537817e-05
1,1,15,85.75,2.6124343992423938e-05
1,1,15,86.0,2.5985586670310323e-05
1,1,15,86.25,2.584002926610499e-05
1,1,15,86.5,2.56878154315819e-05
1,1,15,86.75,2.554588391457296e-05
1,1,15,87.0,2.5410795458842234e-05
1,1,15,87.25,2.526897237822652e-05
1,1,15,87.5,2.512994887919538e-05
1,1,15,87.75,2.4998314472723903e-05
1,1,15,88.0,2.4865697574073104e-05
1,1,15,88.25,2.4735811708854174e-05
1,1,15,88.5,2.4611827207652808e-05
1,1,15,88.75,2.448709174075951e-05
1,1,15,89.0,2.436065501728225e-05
1,1,15,89.25,2.4238337290576566e-05
1,1,15,89.5,2.411814559166864e-05
1,1,15,89.75,2.399715701192438e-05
1,1,15,90.0,2.3878965166931533e-05
1,1,15,90.25,2.376414436692314e-05
1,1,15,90.5,2.364911866348857e-05
1,1,15,90.75,2.353564832408664e-05
1,1,15,91.0,2.342372125684218e-05
1,1,15,91.25,2.3314680694987973e-05
1,1,15,91.5,2.3206377273563713e-05
1,1,15,91.75,2.3098938832532032e-05
1,1,15,92.0,2.299278155615807e-05
1,1,15,92.25,2.2890182696040926e-05
1,1,15,92.5,2.2787951725053476e-05
1,1,15,92.75,2.268572247838793e-05
1,1,15,93.0,2.2586040591749458e-05
1,1,15,93.25,2.2487483089781448e-05
1,1,15,93.5,2.239042862719522e-05
1,1,15,93.75,2.229456322186274e-05
1,1,15,94.0,2.2199902996554648e-05
1,1,15,94.25,2.210702254012776e-05
1,1,15,94.5,2.2015246644589845e-05
1,1,15,94.75,2.192470496689548e-05
1,1,15,95.0,2.183494779775462e-05
1,1,15,95.25,2.1746907708858427e-05
1,1,15,95.5,2.1660100317969087e-05
1,1,15,95.75,2.1574211443978456e-05
1,1,15,96.0,2.148961348273738e-05
1,1,15,96.25,2.140592444158954e-05
1,1,15,96.5,2.1323610650059936e-05
1,1,15,96.75,2.1242378635102053e-05
1,1,15,97.0,2.116213447327123e-05
1,1,15,97.25,2.108313252011128e-05
1,1,15,97.5,2.100518228101844e-05
1,1,15,97.75,2.092815874445697e-05
1,1,15,98.0,2.0852344812633317e-05
1,1,15,98.25,2.0777515815409514e-05
1,1,15,98.5,2.07036278829688e-05
1,1,15,98.75,2.0630861319436513e-05
1,1,15,99.0,2.055906096047304e-05
1,1,15,99.25,2.0488162559501695e-05
1,1,15,99.5,2.04185120984347e-05
1,1,15,99.75,2.0349509290681497e-05
1,1,15,100.0,2.0281512835678045e-05
1,1,15,100.25,2.0214553175102394e-05
1,1,15,100.5,2.0148468122831288e-05
1,1,15,100.75,2.00833089088536e-05
1,1,15,101.0,2.0019090109518696e-05
1,1,15,101.25,1.9955718552524628e-05
1,1,15,101.5,1.9893224305557893e-05
1,1,15,101.75,1.9831665050620972e-05
1,1,15,102.0,1.9770900520462424e-05
1,1,15,102.25,1.971099704750974e-05
1,1,15,102.5,1.9652050437350105e-05
1,1,15,102.75,1.959375936996463e-05
1,1,15,103.0,1.9536430469024955e-05
1,1,15,103.25,1.947988032897352e-05
1,1,15,103.5,1.9424058588177792e-05
1,1,15,103.75,1.9369219284089426e-05
1,1,15,104.0,1.9314981904207683e-05
1,1,15,104.25,1.926163320979447e-05
1,1,15,104.5,1.9209060871225993e-05
1,1,15,104.75,1.9157163001485183e-05
1,1,15,105.0,1.9106141324788772e-05
1,1,15,105.25,1.9055816723967085e-05
1,1,15,105.5,1.9006204431925497e-05
1,1,15,105.75,1.895741291237332e-05
1,1,15,106.0,1.8909265066812027e-05
1,1,15,106.25,1.8861875977937815e-05
1,1,15,106.5,1.8815188659433238e-05
1,1,15,106.75,1.876927082434386e-05
1,1,15,107.0,1.872395271086402e-05
1,1,15,107.25,1.8679415601706758e-05
1,1,15,107.5,1.863553791260545e-05
1,1,15,107.75,1.8592281836033343e-05
1,1,15,108.0,1.8549833588324874e-05
1,1,15,108.25,1.8507949126865434e-05
1,1,15,108.5,1.846672488300686e-05
1,1,15,108.75,1.8426269388431412e-05
1,1,15,109.0,1.8386311549733186e-05
1,1,15,109.25,1.8347126615937108e-05
1,1,15,109.5,1.830853745900286e-05
1,1,15,109.75,1.8270554671321887e-05
1,1,15,110.0,1.8233272491925498e-05
1,1,15,110.25,1.8196535589365294e-05
1,1,15,110.5,1.8160466754363847e-05
1,1,15,110.75,1.8125014094069763e-05
1,1,15,111.0,1.809016567775595e-05
1,1,15,111.25,1.80559119704792e-05
1,1,15,111.5,1.8022282643313744e-05
1,1,15,111.75,1.7989216034740803e-05
1,1,15,112.0,1.795675679837292e-05
1,1,15,112.25,1.7924932308796164e-05
1,1,15,112.5,1.789361001464833e-05
1,1,15,112.75,1.7862917383487917e-05
1,1,15,113.0,1.783281739006793e-05
1,1,15,113.25,1.7803191936074085e-05
1,1,15,113.5,1.7774265566625066e-05
1,1,15,113.75,1.774582308811386e-05
1,1,15,114.0,1.771794572025177e-05
1,1,15,114.25,1.769065908925866e-05
1,1,15,114.5,1.7663901200480957e-05
1,1,15,114.75,1.7637659871511837e-05
1,1,15,115.0,1.7612031686226163e-05
1,1,15,115.25,1.7586917563874887e-05
1,1,15,115.5,1.7562304485271834e-05
1,1,15,115.75,1.7538303253544682e-05
1,1,15,116.0,1.751476701112541e-05
1,1,15,116.25,1.749176869472762e-05
1,1,15,116.5,1.7469373883849697e-05
1,1,15,116.75,1.7447388789846276e-05
1,1,15,117.0,1.7426013006897038e-05
1,1,15,117.25,1.7405119941377627e-05
1,1,15,117.5,1.7384723569830257e-05
1,1,15,117.75,1.7364898327142025e-05
1,1,15,118.0,1.73455198173882e-05
1,1,15,118.25,1.7326701073520116e-05
1,1,15,118.5,1.7308358573196872e-05
1,1,15,118.75,1.729052416993041e-05
1,1,15,119.0,1.7273198591160554e-05
1,1,15,119.25,1.7256373116255268e-05
1,1,15,119.5,1.724004867040993e-05
1,1,15,119.75,1.7224197648564348e-05
1,1,15,120.0,1.720886987801049e-05
1,1,15,120.25,1.7193998656397303e-05
1,1,15,120.5,1.7179631121352217e-05
1,1,15,120.75,1.716579994626795e-05
1,1,15,121.0,1.7152354831063496e-05
1,1,15,121.25,1.7139496923144638e-05
1,1,15,121.5,1.712705977177272e-05
1,1,15,121.75,1.7115094709860358e-05
1,1,15,122.0,1.710367854476593e-05
1,1,15,122.25,1.7092669366412628e-05
1,1,15,122.5,1.7082168967252896e-05
1,1,15,122.75,1.7072156205130447e-05
1,1,15,123.0,1.706257363552731e-05
1,1,15,123.25,1.7053512111826884e-05
1,1,15,123.5,1.7044895569536578e-05
1,1,15,123.75,1.703676641372645e-05
1,1,15,124.0,1.7029093819320147e-05
1,1,15,124.25,1.702189787029665e-05
1,1,15,124.5,1.701516378337111e-05
1,1,15,124.75,1.7008903163370237e-05
1,1,15,125.0,1.7003122428811466e-05
1,1,15,125.25,1.6997771917125075e-05
1,1,15,125.5,1.6992931160918126e-05
1,1,15,125.75,1.6988512461049125e-05
1,1,15,126.0,1.6984577803354508e-05
1,1,15,126.25,1.6981136320945806e-05
1,1,15,126.5,1.697809997957538e-05
1,1,15,126.75,1.6975572831136413e-05
1,1,15,127.0,1.6973500857334267e-05
1,1,15,127.25,1.6971845395402524e-05
1,1,15,127.5,1.6970722740287616e-05
1,1,15,127.75,1.6970025576266597e-05
1,1,15,128.0,8.484892549425479e-06
1,2,9,0.0,0.0006869464295945591
1,2,9,0.25,0.0010525102386427345
1,2,9,0.5,0.0008672471254480166
1,2,9,0.75,0.0008723304217339291
1,2,9,1.0,0.0008797889082873985
1,2,9,1.25,0.0008893415646237705
1,2,9,1.5,0.0009017288591925889
1,2,9,1.75,0.0009159946546964101
1,2,9,2.0,0.0009336501777753902
1,2,9,2.25,0.0009530989202955543
1,2,9,2.5,0.000977834679670242
1,2,9,2.75,0.0010065080546553394
1,2,9,3.0,0.0010404754682119632
1,2,9,3.25,0.001076732952027951
1,2,9,3.5,0.0011227784440866672
1,2,9,3.75,0.001183114567020552
1,2,9,4.0,0.0012247888770162685
1,2,9,4.25,0.0012851741334830667
1,2,9,4.5,0.0014979247155087168
1,2,9,4.75,0.0015578976656758928
1,2,9,5.0,0.0015309544798006742
1,2,9,5.25,0.0019495475528895562
1,2,9,5.5,0.002794851705528509
1,2,9,5.75,0.004402753063917962
1,2,9,6.0,0.0062169119041148345
1,2,9,6.25,0.01636759613650174
1,2,9,6.5,0.03298988754431848
1,2,9,6.75,0.0373738213364802
1,2,9,7.0,0.05916499937958255
1,2,9,7.25,0.12494050331988167
1,2,9,7.5,0.2598476870226481
1,2,9,7.75,0.30864107452820194
1,2,9,8.0,0.4908976865502746
1,2,9,8.25,1.1491366829526706
1,2,9,8.5,1.803652507072714
1,2,9,8.75,1.5191216212448686
1,2,9,9.0,2.143203400615083
1,2,9,9.25,0.9790399966446617
1,2,9,9.5,0.6137820798807738
1,2,9,9.75,1.0108282810409612
1,2,9,10.0,0.7607949067799002
1,2,9,10.25,0.8201929468139633
1,2,9,10.5,0.8941493810131504
1,2,9,10.75,0.7864928474179643
1,2,9,11.0,0.7925662097149275
1,2,9,11.25,0.7533248831673506
1,2,9,11.5,0.7407793322941431
1,2,9,11.75,0.6042570033134168
1,2,9,12.0,0.5164622908057138
1,2,9,12.25,0.39720254012641704
1,2,9,12.5,0.5320106399039681
1,2,9,12.75,0.5268293450894226
1,2,9,13.0,0.4480097910640663
1,2,9,13.25,0.4687247946152976
1,2,9,13.5,0.6433612806083139
1,2,9,13.75,0.6257104409348908
1,2,9,14.0,0.6338820776816249
1,2,9,14.25,0.5426782439675086
1,2,9,14.5,0.6089404986749413
1,2,9,14.75,0.5546376098944026
1,2,9,15.0,0.49364077990748845
1,2,9,15.25,0.5732499664312848
1,2,9,15.5,0.6025973395912569
1,2,9,15.75,0.5675306767726712
1,2,9,16.0,0.4321736274268002
1,2,9,16.25,0.2958127774780692
1,2,9,16.5,0.4440968947502206
1,2,9,16.75,0.3996993652542767
1,2,9,17.0,0.41362636578652845
1,2,9,17.25,0.49912670291552635
1,2,9,17.5,0.39838413159317954
1,2,9,17.75,0.7894792294414936
1,2,9,18.0,1.3769779911885507
1,2,9,18.25,0.7116909569203861
1,2,9,18.5,0.5541973757255312
1,2,9,18.75,0.4723967306710397
1,2,9,19.0,0.3772555208540094
1,2,9,19.25,0.37450362537988974
1,2,9,19.5,0.38711380496543546
1,2,9,19.75,0.3722597455619733
1,2,9,20.0,0.4974153343862047
1,2,9,20.25,0.5311820784956993
1,2,9,20.5,0.6073253283640059
1,2,9,20.75,0.6483162835906259
1,2,9,21.0,0.5973811549327093
1,2,9,21.25,0.6253644291395952
1,2,9,21.5,0.5196610415927734
1,2,9,21.75,0.5385236778293939
1,2,9,22.0,0.6739636850147742
1,2,9,22.25,0.7191867759375431
1,2,9,22.5,0.48331862272114884
1,2,9,22.75,0.3803804881323742
1,2,9,23.0,0.42082373671462764
1,2,9,23.25,0.31923948527508883
1,2,9,23.5,0.23478695956456613
1,2,9,23.75,0.32407145836384466
1,2,9,24.0,0.34322905578393015
1,2,9,24.25,0.32764707154215256
1,2,9,24.5,0.38944376245707774
1,2,9,24.75,0.5266487354856693
1,2,9,25.0,0.38716862307532884
1,2,9,25.25,0.2665184857507249
1,2,9,25.5,0.2777354622842748
1,2,9,25.75,0.24678799986212166
1,2,9,26.0,0.22140961622074318
1,2,9,26.25,0.2577242991908579
1,2,9,26.5,0.28180110557071686
1,2,9,26.75,0.28680584662186775
1,2,9,27.0,0.34059350171183006
1,2,9,27.25,0.2382086302345659
1,2,9,27.5,0.2782337416907661
1,2,9,27.75,0.2122064664347622
1,2,9,28.0,0.216820719679333
1,2,9,28.25,0.23159421914115588
1,2,9,28.5,0.24107704980884506
1,2,9,28.75,0.21386794361687667
1,2,9,29.0,0.1910858597996466
1,2,9,29.25,0.23113023993320708
1,2,9,29.5,0.2027731282973742
1,2,9,29.75,0.18974816701213446
1,2,9,30.0,0.1903284286436618
1,2,9,30.25,0.189608699296603
1,2,9,30.5,0.18091522739432686
1,2,9,30.75,0.18173868981389005
1,2,9,31.0,0.136086012446113
1,2,9,31.25,0.1209903098670819
1,2,9,31.5,0.13842147531750526
1,2,9,31.75,0.11120283749179792
1,2,9,32.0,0.09280020886651272
1,2,9,32.25,0.08613479067778228
1,2,9,32.5,0.10066941398269905
1,2,9,32.75,0.10525087682000024
1,2,9,33.0,0.13674535423179687
1,2,9,33.25,0.12466340184384497
1,2,9,33.5,0.1009088313107706
1,2,9,33.75,0.1274162627246091
1,2,9,34.0,0.11038366090317725
1,2,9,34.25,0.12234246057023763
1,2,9,34.5,0.1417378539318005
1,2,9,34.75,0.11648270153394599
1,2,9,35.0,0.11389815850744901
1,2,9,35.25,0.08552689522215781
1,2,9,35.5,0.10060768588231558
1,2,9,35.75,0.15114809090759138
1,2,9,36.0,0.2745150475703247
1,2,9,36.25,0.1767242299827056
1,2,9,36.5,0.09918346179163802
1,2,9,36.75,0.12765875549961936
1,2,9,37.0,0.10602310244233555
1,2,9,37.25,0.09511813777436083
1,2,9,37.5,0.12773529056324176
1,2,9,37.75,0.12265282081434142
1,2,9,38.0,0.11677571304472588
1,2,9,38.25,0.12856687573654252
1,2,9,38.5,0.11223587047393344
1,2,9,38.75,0.10982204174531808
1,2,9,39.0,0.12741644802450527
1,2,9,39.25,0.1534434724040337
1,2,9,39.5,0.1206125284440278
1,2,9,39.75,0.12760349091015946
1,2,9,40.0,0.12195023287103726
1,2,9,40.25,0.09295802499645373
1,2,9,40.5,0.10978451335377157
1,2,9,40.75,0.08864635942337512
1,2,9,41.0,0.08320095536402605
1,2,9,41.25,0.07336345752787814
1,2,9,41.5,0.09334882565152501
1,2,9,41.75,0.06464196875253829
1,2,9,42.0,0.0644632082642762
1,2,9,42.25,0.058262651912626785
1,2,9,42.5,0.06995493576040765
1,2,9,42.75,0.08844564943257953
1,2,9,43.0,0.08289011856737907
1,2,9,43.25,0.0615980164776591
1,2,9,43.5,0.07038145548441956
1,2,9,43.75,0.06275753365576682
1,2,9,44.0,0.06569579079751131
1,2,9,44.25,0.075524593237901
1,2,9,44.5,0.08354308199627065
1,2,9,44.75,0.10589610516724136
1,2,9,45.0,0.12336087709734853
1,2,9,45.25,0.0737848840506421
1,2,9,45.5,0.05248866879386504
1,2,9,45.75,0.059680663098633055
1,2,9,46.0,0.06280399229885539
1,2,9,46.25,0.05300207674258513
1,2,9,46.5,0.046432676249762043
1,2,9,46.75,0.04677327955240141
1,2,9,47.0,0.04660231669952748
1,2,9,47.25,0.03169296192600399
1,2,9,47.5,0.021862435423499627
1,2,9,47.75,0.018411887497512984
1,2,9,48.0,0.015432383297607122
1,2,9,48.25,0.012884042234955193
1,2,9,48.5,0.00862992392380016
1,2,9,48.75,0.005549314710260329
1,2,9,49.0,0.0022024099421650793
1,2,9,49.25,0.0011277408805581714
1,2,9,49.5,0.0005742702554904414
1,2,9,49.75,0.0003281501220938916
1,2,9,50.0,0.0003127332117651933
1,2,9,50.25,0.00030151908517678526
1,2,9,50.5,0.00040166149761628687
1,2,9,50.75,0.0005975430048614579
1,2,9,51.0,0.0012589765057510797
1,2,9,51.25,0.002604498609930456
1,2,9,51.5,0.0037812453065516746
1,2,9,51.75,0.004938514811987758
1,2,9,52.0,0.00596203993446618
1,2,9,52.25,0.006158347860638241
1,2,9,52.5,0.0056927810351998015
1,2,9,52.75,0.005142762188369282
1,2,9,53.0,0.005588491546492515
1,2,9,53.25,0.004079598895214691
1,2,9,53.5,0.0032772364704545076
1,2,9,53.75,0.004749803577068232
1,2,9,54.0,0.009168247701159364
1,2,9,54.25,0.0056056502316651855
1,2,9,54.5,0.0034146114405391283
1,2,9,54.75,0.0035263398605463975
